data_size(MB),time(ms)
25,0.204
20,0.200
40,0.220
60,0.314
80,0.345
512,1.564
552,1.851
640,1.935
100,0.512
1002,4.080
30,0.213
50,0.268
256,0.849
286,0.937
320,1.021
10,0.122
502,2.228
296,0.966
70,0.324
15,0.157
35,0.218
128,0.476
153,0.560
160,0.574
5,0.133
250,1.151
168,0.594
55,0.337
120,0.464
1024,3.049
1104,1000000000.000
1280,1000000000.000
200,0.927
2004,1000000000.000
572,1.756
592,1.820
140,0.515
306,0.995
336,1.070
110,0.555
240,0.804
2048,1000000000.000
2208,1000000000.000
2560,1000000000.000
400,1.780
4008,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,1.229
612,1.882
672,2.035
220,0.997
480,1.478
4096,1000000000.000
4416,1000000000.000
5120,1000000000.000
800,3.288
8016,1000000000.000
2288,1000000000.000
2368,1000000000.000
560,1.731
1224,1000000000.000
1344,1000000000.000
440,1.902
