data_size(MB),time(ms)
10,0.202
8,0.184
16,0.292
24,0.389
32,0.493
256,3.273
272,3.480
320,4.059
40,0.852
400,7.567
12,0.229
20,0.340
128,1.707
140,1.870
160,2.114
4,0.164
200,3.810
144,1.926
28,0.446
7,0.184
14,0.258
64,0.916
74,1.051
80,1.122
2,0.159
100,1.969
22,0.392
6,0.167
48,0.715
512,6.357
544,6.756
640,7.871
800,15.003
280,5.322
288,3.679
56,0.817
148,1.969
44,0.678
96,1.324
1024,12.278
1088,12.993
1280,15.336
1600,29.891
560,6.886
576,7.154
112,1.527
296,3.763
88,1.224
192,2.514
2048,24.351
2176,1000000000.000
2560,1000000000.000
3200,1000000000.000
1120,13.418
1152,14.017
224,2.892
592,7.334
176,2.293
