data_size(MB),time(ms)
10,0.163
8,0.161
16,0.180
24,0.203
32,0.233
256,0.987
272,1.028
320,1.189
40,0.267
400,1.515
12,0.168
20,0.195
128,0.569
140,0.598
160,0.687
4,0.181
200,0.844
144,0.597
28,0.226
7,0.173
14,0.184
64,0.348
74,0.413
80,0.443
2,0.238
100,0.512
22,0.223
6,0.186
48,0.296
512,1.806
544,1.911
640,2.216
800,2.855
280,1.099
288,1.066
56,0.317
148,0.622
44,0.292
96,0.443
1024,3.434
1088,3.654
1280,4.250
1600,5.261
560,1.956
576,1.992
112,0.502
296,1.111
88,0.459
192,0.746
2048,6.690
2176,7.084
2560,8.295
3200,10.742
1120,3.765
1152,3.811
224,0.878
592,2.063
176,0.746
