data_size(MB),time(ms)
70,1.017
56,0.824
112,1.566
168,2.225
224,2.971
896,11.376
1008,12.637
1120,1000000000.000
280,5.250
400,7.452
84,1.175
140,1.903
448,5.849
532,6.939
560,7.198
28,0.458
200,3.807
196,3.746
42,0.636
98,1.375
294,3.812
14,0.276
100,1.991
336,4.322
154,2.969
1792,1000000000.000
2016,1000000000.000
2240,1000000000.000
800,14.642
1064,1000000000.000
392,7.291
588,7.448
672,8.496
308,5.762
3584,1000000000.000
4032,1000000000.000
4480,1000000000.000
1600,1000000000.000
2128,1000000000.000
784,14.390
1176,1000000000.000
1344,1000000000.000
616,11.313
7168,1000000000.000
8064,1000000000.000
8960,1000000000.000
3200,1000000000.000
4256,1000000000.000
1568,1000000000.000
2352,1000000000.000
2688,1000000000.000
1232,1000000000.000
