data_size(MB),time(ms)
70,0.992
56,0.817
112,1.527
168,2.218
224,2.892
896,10.880
1008,12.230
1120,13.418
280,5.322
400,7.567
84,1.173
140,1.870
448,5.565
532,6.557
560,6.886
28,0.446
200,3.810
196,3.737
42,0.629
98,1.342
294,3.731
14,0.258
100,1.969
336,4.233
154,2.961
1792,21.536
2016,23.953
2240,1000000000.000
800,15.003
1064,12.857
392,7.383
588,7.233
672,8.201
308,5.836
3584,1000000000.000
4032,1000000000.000
4480,1000000000.000
1600,29.891
2128,1000000000.000
784,14.677
1176,14.036
1344,16.097
616,11.593
7168,1000000000.000
8064,1000000000.000
8960,1000000000.000
3200,1000000000.000
4256,1000000000.000
1568,29.236
2352,1000000000.000
2688,1000000000.000
1232,23.078
