data_size(MB),time(ms)
15,0.182
10,0.157
20,0.230
30,0.231
40,0.265
256,1.011
276,1.068
384,1.420
50,0.408
1002,5.060
25,0.216
128,0.575
143,0.626
192,0.785
5,0.142
502,2.929
148,0.639
35,0.247
7,0.162
17,0.200
64,0.346
76,0.395
96,0.461
2,0.149
12,0.170
250,1.529
84,0.427
27,0.269
60,0.340
80,0.411
512,1.840
552,1.838
768,2.464
100,0.687
2004,10.016
286,1.104
296,1.130
70,0.369
153,0.647
168,0.707
55,0.435
120,0.558
160,0.677
1024,3.210
1104,3.467
1536,4.716
200,1.249
4008,1000000000.000
572,1.895
592,1.963
140,0.907
306,1.180
336,1.273
110,0.738
240,0.951
320,1.209
2048,6.269
2208,1000000000.000
3072,1000000000.000
400,2.353
8016,1000000000.000
1144,3.584
1184,3.674
280,1.085
612,2.009
672,2.181
220,1.358
