data_size(MB),time(ms)
6,0.135
4,0.110
8,0.172
12,0.176
16,0.224
128,1.070
136,1.136
192,1.501
20,0.243
392,3.029
10,0.169
64,0.600
70,0.625
96,0.817
2,0.096
196,1.579
72,0.632
14,0.214
3,0.174
7,0.178
32,0.331
37,0.402
48,0.440
1,0.117
5,0.152
98,0.862
40,0.444
11,0.281
24,0.265
256,2.006
272,2.136
384,2.895
786,5.814
140,1.186
144,1.217
28,0.367
74,0.724
80,0.715
22,0.261
512,3.834
544,4.067
768,5.614
1572,11.187
280,2.186
288,2.210
56,0.564
148,1.224
160,1.319
44,0.426
1024,7.436
1088,7.879
1536,10.894
3142,22.016
560,4.182
576,4.262
112,0.963
296,2.307
320,2.472
88,0.786
