data_size(MB),time(ms)
6,0.164
4,0.161
8,0.182
12,0.277
16,0.305
128,0.695
136,0.740
192,0.957
20,0.253
392,2.515
10,0.195
64,0.432
70,0.458
96,0.568
2,0.267
196,1.354
72,0.467
14,0.235
3,0.166
7,0.262
32,0.286
37,0.326
48,0.421
1,0.186
5,0.159
98,0.816
40,0.326
11,0.213
24,0.287
256,1.210
272,1.264
384,1.702
786,4.579
140,0.804
144,0.767
28,0.283
74,0.476
80,0.503
22,0.281
512,2.197
544,2.330
768,3.159
1572,1000000000.000
280,1.296
288,1.336
56,0.398
148,0.836
160,0.830
44,0.421
1024,4.097
1088,1000000000.000
1536,1000000000.000
3142,1000000000.000
560,2.387
576,2.437
112,0.632
296,1.376
320,1.460
88,0.689
