data_size(MB),time(ms)
6,0.134
4,0.136
8,0.149
12,0.170
16,0.187
128,0.575
136,0.596
192,0.785
20,0.230
392,2.312
10,0.157
64,0.346
70,0.369
96,0.461
2,0.149
196,1.222
72,0.377
14,0.169
3,0.137
7,0.162
32,0.231
37,0.254
48,0.291
1,0.136
5,0.142
98,0.679
40,0.265
11,0.173
24,0.208
256,1.011
272,1.049
384,1.420
786,4.017
140,0.907
144,0.625
28,0.220
74,0.383
80,0.411
22,0.240
512,1.840
544,1.807
768,2.464
1572,7.842
280,1.085
288,1.109
56,0.319
148,0.639
160,0.677
44,0.365
1024,3.210
1088,3.405
1536,4.716
3142,1000000000.000
560,1.871
576,1.901
112,0.514
296,1.130
320,1.209
88,0.615
