data_size(MB),time(ms)
42,0.364
28,0.286
56,0.427
84,0.551
112,0.690
448,2.264
504,2.521
672,3.301
140,2.049
392,4.932
70,0.483
224,1.222
266,1.421
336,1.739
14,0.230
196,2.576
280,1.494
98,1.367
21,0.255
49,0.392
147,0.858
168,0.958
7,0.210
35,0.345
77,1.222
896,4.346
1008,4.847
1344,6.382
786,9.640
532,2.662
560,2.794
294,1.553
154,2.243
1792,8.412
2016,9.357
2688,12.350
1572,19.389
1064,5.125
1120,5.383
588,2.917
308,3.955
3584,16.272
4032,18.303
5376,1000000000.000
3142,39.078
2128,9.931
2240,10.371
784,9.616
1176,5.635
616,8.110
