data_size(MB),time(ms)
6,0.373
4,0.243
8,0.246
12,0.249
16,0.281
128,0.876
136,0.924
192,1.206
20,0.307
392,5.196
10,0.368
64,0.539
70,0.557
96,0.761
2,0.356
196,2.725
72,0.573
14,0.326
3,0.319
7,0.354
32,0.346
37,0.389
48,0.426
1,0.229
5,0.245
98,1.948
40,0.404
11,0.366
24,0.340
256,1.571
272,1.648
384,2.236
786,10.049
140,0.971
144,0.955
28,0.329
74,0.592
80,0.680
22,0.576
512,2.947
544,3.108
768,4.293
1572,25.850
280,1.706
288,1.754
56,0.476
148,0.991
160,1.056
44,1.007
1024,5.668
1088,5.967
1536,8.276
3142,52.001
560,3.186
576,3.323
112,0.821
296,1.789
320,1.918
88,1.777
