data_size(MB),time(ms)
42,0.409
28,0.367
56,0.564
84,0.719
112,0.963
448,3.386
504,3.749
672,4.977
140,1.186
392,3.029
70,0.625
224,1.788
266,2.080
336,2.576
14,0.214
196,1.579
280,2.186
98,0.862
21,0.244
49,0.482
147,1.224
168,1.341
7,0.178
35,0.369
77,0.695
896,6.545
1008,7.335
1344,9.545
786,5.814
532,4.002
560,4.182
294,2.269
154,1.250
1792,12.701
2016,14.255
2688,18.820
1572,11.187
1064,7.698
1120,8.110
588,4.408
308,2.379
3584,25.028
4032,28.003
5376,1000000000.000
3142,22.016
2128,15.121
2240,15.819
784,5.805
1176,8.514
616,4.602
