data_size(MB),time(ms)
15,0.226
10,0.210
20,0.432
30,0.288
40,0.342
256,1.369
276,1.455
384,1.960
50,0.840
1002,12.708
25,0.281
128,0.768
143,0.866
192,1.052
5,0.206
502,6.367
148,0.867
35,0.345
7,0.210
17,0.248
64,0.460
76,0.513
96,0.599
2,0.202
12,0.212
250,3.523
84,0.551
27,0.550
60,0.433
80,0.531
512,2.571
552,2.748
768,3.755
100,1.399
2004,25.672
286,1.510
296,1.573
70,0.483
153,0.883
168,0.958
55,0.915
120,0.726
160,0.921
1024,4.969
1104,5.286
1536,7.254
200,2.616
4008,49.530
572,2.846
592,2.947
140,2.049
306,1.619
336,1.739
110,1.541
240,1.288
320,1.679
2048,9.493
2208,10.239
3072,14.045
400,5.040
8016,1000000000.000
1144,5.502
1184,5.659
280,1.494
612,3.028
672,3.301
220,3.097
