data_size(MB),time(ms)
6,0.297
4,0.242
8,0.335
12,0.435
16,0.558
128,3.270
136,3.257
192,4.430
20,0.977
392,14.676
10,0.362
64,1.602
70,1.757
96,2.371
2,0.180
196,7.556
72,1.788
14,0.461
3,0.295
7,0.285
32,0.913
37,1.047
48,1.288
1,0.183
5,0.239
98,3.869
40,1.120
11,0.394
24,0.709
256,5.837
272,6.168
384,8.450
786,28.199
140,5.670
144,3.433
28,0.897
74,1.855
80,2.037
22,0.689
512,11.280
544,11.878
768,16.604
1572,1000000000.000
280,6.250
288,6.493
56,1.499
148,3.470
160,3.708
44,1.207
1024,21.852
1088,1000000000.000
1536,1000000000.000
3142,1000000000.000
560,12.320
576,12.583
112,2.700
296,6.661
320,7.172
88,2.205
