data_size(MB),time(ms)
10,0.228
8,0.215
16,0.232
24,0.260
32,0.306
256,1.383
272,1.460
320,1.685
40,0.354
392,2.037
12,0.236
20,0.253
128,0.770
140,0.836
160,0.924
4,0.201
196,1.109
144,0.841
28,0.282
6,0.202
14,0.226
64,0.455
74,0.513
80,0.561
2,0.250
98,0.631
22,0.283
48,0.388
512,2.584
544,2.738
640,3.195
786,3.897
280,1.567
288,1.529
56,0.425
148,0.895
44,0.368
96,0.598
1024,4.998
1088,5.270
1280,6.139
1572,7.850
560,2.806
576,2.872
112,0.693
296,1.581
88,0.581
192,1.059
2048,9.579
2176,10.203
2560,11.892
3142,15.334
1120,5.428
1152,5.529
224,1.227
592,2.969
176,1.006
