1,2,4,8,16,32,64,128,256,512,1024
1.1264507626942104,1.2645379333658502,1.3977422578125607,1.5260637360343416,1.649502368031193,1.7680581538031148,1.881731093350107,1.99052118667217,2.094428433769303,2.1934528346415068,2.287594389288781
