data_size(MB),time(ms)
70,0.642
56,0.518
112,0.968
168,1.335
224,1.774
896,6.466
1008,7.256
1120,8.029
280,2.172
392,3.023
84,0.725
140,1.192
448,3.385
532,3.951
560,4.146
28,0.318
196,1.594
42,0.406
98,0.871
294,2.260
14,0.398
336,2.548
154,1.248
1792,12.629
2016,14.089
2240,15.675
786,5.766
1064,7.649
588,4.357
672,4.915
308,2.370
3584,24.719
4032,27.672
4480,1000000000.000
1572,11.130
2128,14.924
784,5.737
1176,8.439
1344,9.512
616,4.544
7168,1000000000.000
8064,1000000000.000
8960,1000000000.000
3142,21.696
4256,1000000000.000
1568,11.119
2352,16.359
2688,18.591
1232,8.812
