data_size(MB),time(ms)
70,0.381
56,0.322
112,0.522
168,0.710
224,0.895
896,2.843
1008,3.182
1120,3.515
280,1.689
392,1.448
84,0.421
140,0.605
448,1.623
532,1.768
560,1.864
28,0.231
196,0.802
42,0.269
98,0.473
294,1.132
14,0.176
336,1.262
154,0.984
1792,5.491
2016,6.168
2240,1000000000.000
786,2.530
1064,3.336
588,1.940
672,2.178
308,1.859
3584,1000000000.000
4032,1000000000.000
4480,1000000000.000
1572,7.846
2128,1000000000.000
784,2.528
1176,3.676
1344,4.159
616,3.165
7168,1000000000.000
8064,1000000000.000
8960,1000000000.000
3142,1000000000.000
4256,1000000000.000
1568,4.860
2352,1000000000.000
2688,1000000000.000
1232,6.188
