data_size(MB),time(ms)
70,0.491
56,0.415
112,0.738
168,1.039
224,1.374
896,4.942
1008,5.477
1120,6.042
280,1.675
392,2.307
84,0.554
140,0.893
448,2.576
532,3.016
560,3.175
28,0.241
196,1.218
42,0.324
98,0.656
294,1.747
14,0.160
336,1.961
154,0.967
1792,9.362
2016,10.428
2240,11.663
786,4.378
1064,5.856
588,3.315
672,3.715
308,1.840
3584,18.396
4032,20.562
4480,1000000000.000
1572,8.307
2128,11.058
784,4.338
1176,6.320
1344,7.131
616,3.483
7168,1000000000.000
8064,1000000000.000
8960,1000000000.000
3142,16.112
4256,1000000000.000
1568,8.303
2352,12.169
2688,13.835
1232,6.637
