data_size(MB),time(ms)
70,0.484
56,0.425
112,0.693
168,0.955
224,1.227
896,4.380
1008,4.873
1120,5.428
280,1.567
392,2.037
84,0.543
140,0.836
448,2.285
532,2.681
560,2.806
28,0.282
196,1.109
42,0.357
98,0.631
294,1.561
14,0.226
336,1.748
154,0.932
1792,8.465
2016,9.419
2240,10.461
786,3.897
1064,5.169
588,2.937
672,3.316
308,1.716
3584,16.359
4032,18.311
4480,1000000000.000
1572,7.850
2128,9.993
784,3.878
1176,5.654
1344,6.420
616,3.206
7168,1000000000.000
8064,1000000000.000
8960,1000000000.000
3142,15.334
4256,1000000000.000
1568,7.470
2352,10.951
2688,12.438
1232,6.203
