data_size(MB),time(ms)
10,0.154
8,0.147
16,0.187
24,0.213
32,0.234
256,0.989
272,1.060
320,1.207
40,0.345
392,1.448
12,0.167
20,0.198
128,0.572
140,0.605
160,0.681
4,0.137
196,0.802
144,0.627
28,0.231
6,0.141
14,0.176
64,0.352
74,0.384
80,0.404
2,0.138
98,0.473
22,0.200
48,0.289
512,1.840
544,1.808
640,2.102
786,2.530
280,1.689
288,1.113
56,0.322
148,0.644
44,0.277
96,0.468
1024,3.210
1088,3.407
1280,3.993
1572,7.846
560,1.864
576,1.899
112,0.522
296,1.140
88,0.435
192,0.782
2048,6.251
2176,1000000000.000
2560,1000000000.000
3142,1000000000.000
1120,3.515
1152,3.604
224,0.895
592,1.949
176,0.736
