data_size(MB),time(ms)
10,0.166
8,0.151
16,0.222
24,0.259
32,0.334
256,2.040
272,2.110
320,2.450
40,0.408
392,3.023
12,0.174
20,0.243
128,1.069
140,1.192
160,1.311
4,0.227
196,1.594
144,1.176
28,0.318
6,0.138
14,0.398
64,0.599
74,0.674
80,0.743
2,0.091
98,0.871
22,0.257
48,0.447
512,3.820
544,4.045
640,4.717
786,5.766
280,2.172
288,2.208
56,0.518
148,1.228
44,0.423
96,0.809
1024,7.367
1088,7.798
1280,9.106
1572,11.130
560,4.146
576,4.238
112,0.968
296,2.281
88,0.780
192,1.501
2048,14.303
2176,15.211
2560,17.813
3142,21.696
1120,8.029
1152,8.195
224,1.774
592,4.408
176,1.415
