data_size(MB),time(ms)
25,0.231
20,0.192
40,0.323
60,0.442
80,0.550
512,2.932
552,3.124
640,3.579
100,0.673
1002,5.417
30,0.250
50,0.381
256,1.535
286,1.721
320,1.902
10,0.156
502,2.889
296,1.772
70,0.491
15,0.194
35,0.291
128,0.823
153,0.958
160,0.998
5,0.103
250,1.518
168,1.039
55,0.412
120,0.770
1024,5.537
1104,5.960
1280,6.914
200,1.259
2004,10.503
572,3.241
592,3.351
140,0.893
306,1.820
336,1.961
110,0.721
240,1.448
2048,10.744
2208,11.405
2560,13.243
400,2.353
4008,20.464
1144,6.182
1184,6.376
280,1.675
612,3.424
672,3.715
220,1.351
480,2.740
4096,20.944
4416,1000000000.000
5120,1000000000.000
800,4.437
8016,1000000000.000
2288,11.897
2368,12.313
560,3.175
1224,6.523
1344,7.131
440,2.527
