data_size(MB),time(ms)
10,0.156
8,0.136
16,0.170
24,0.212
32,0.271
256,1.535
272,1.628
320,1.902
40,0.323
392,2.307
12,0.138
20,0.192
128,0.823
140,0.893
160,0.998
4,0.095
196,1.218
144,0.899
28,0.241
6,0.116
14,0.160
64,0.449
74,0.514
80,0.550
2,0.093
98,0.656
22,0.202
48,0.355
512,2.932
544,3.085
640,3.579
786,4.378
280,1.675
288,1.707
56,0.415
148,0.929
44,0.348
96,0.619
1024,5.537
1088,5.952
1280,6.914
1572,8.307
560,3.175
576,3.210
112,0.738
296,1.772
88,0.577
192,1.161
2048,10.744
2176,11.340
2560,13.243
3142,16.112
1120,6.042
1152,6.159
224,1.374
592,3.351
176,1.103
