data_size(MB),time(ms)
10,0.382
8,0.366
16,0.283
24,0.305
32,0.431
256,1.597
272,1.658
320,1.919
40,0.427
392,2.411
12,0.265
20,0.290
128,0.888
140,1.019
160,1.068
4,0.242
196,1.334
144,0.976
28,0.417
6,0.241
14,0.292
64,0.547
74,0.592
80,0.616
2,0.370
98,0.741
22,0.313
48,0.430
512,2.949
544,3.096
640,3.629
786,4.594
280,1.801
288,1.739
56,0.479
148,1.005
44,0.447
96,0.700
1024,5.626
1088,5.948
1280,6.934
1572,8.458
560,3.243
576,3.269
112,0.802
296,1.793
88,0.696
192,1.212
2048,10.901
2176,11.566
2560,13.544
3142,17.779
1120,6.101
1152,6.284
224,1.410
592,3.379
176,1.186
