data_size(MB),time(ms)
70,1.866
56,1.535
112,2.862
168,4.162
224,5.159
896,19.345
1008,21.527
1120,1000000000.000
280,10.836
392,14.618
84,2.047
140,3.380
448,9.868
532,11.630
560,12.259
28,0.835
196,7.491
42,1.142
98,2.371
294,6.609
14,0.509
336,7.491
154,5.988
1792,1000000000.000
2016,1000000000.000
2240,1000000000.000
786,28.182
1064,1000000000.000
588,12.809
672,14.500
308,11.583
3584,1000000000.000
4032,1000000000.000
4480,1000000000.000
1572,1000000000.000
2128,1000000000.000
784,27.911
1176,1000000000.000
1344,1000000000.000
616,22.561
7168,1000000000.000
8064,1000000000.000
8960,1000000000.000
3142,1000000000.000
4256,1000000000.000
1568,1000000000.000
2352,1000000000.000
2688,1000000000.000
1232,1000000000.000
