data_size(MB),time(ms)
25,0.324
20,0.290
40,0.427
60,0.503
80,0.616
512,2.949
552,3.135
640,3.629
100,0.792
1002,5.751
30,0.368
50,0.458
256,1.597
286,1.734
320,1.919
10,0.382
502,3.005
296,1.793
70,0.558
15,0.273
35,0.377
128,0.888
153,1.008
160,1.068
5,0.374
250,1.604
168,1.085
55,0.528
120,0.843
1024,5.626
1104,6.025
1280,6.934
200,1.347
2004,11.193
572,3.295
592,3.379
140,1.019
306,1.865
336,2.026
110,0.891
240,1.484
2048,10.901
2208,11.684
2560,13.544
400,2.491
4008,20.851
1144,6.248
1184,6.474
280,1.801
612,3.462
672,3.765
220,1.465
480,2.761
4096,21.332
4416,1000000000.000
5120,1000000000.000
800,4.741
8016,1000000000.000
2288,12.139
2368,12.555
560,3.243
1224,6.645
1344,7.272
440,2.714
