data_size(MB),time(ms)
10,0.235
8,0.205
16,0.302
24,0.394
32,0.492
256,2.840
272,2.900
320,3.361
40,0.802
392,6.008
12,0.226
20,0.326
128,1.491
140,1.658
160,1.754
4,0.159
196,3.177
144,1.607
28,0.426
6,0.164
14,0.255
64,0.779
74,0.883
80,1.009
2,0.153
98,1.162
22,0.358
48,0.594
512,5.169
544,5.438
640,6.377
786,11.623
280,4.771
288,3.017
56,0.758
148,1.644
44,0.591
96,1.126
1024,9.983
1088,10.704
1280,12.510
1572,22.897
560,5.719
576,5.746
112,1.383
296,3.134
88,1.034
192,2.073
2048,19.763
2176,1000000000.000
2560,1000000000.000
3142,1000000000.000
1120,10.894
1152,11.170
224,2.562
592,5.914
176,1.975
